Case Name,Status,Progress,Summary,State,Bill Information Link,Last Activity Date,Representatives to Contact,Sponsors,Category,Yea Votes,Nay Votes
TN HB1027,Failed,Failed,This bill bans healthcare providers from prescribing any hormone treatments to prepubertal minors except in the case of growth deficiencies or other diagnoses unrelated to gender dysphoria.,Tennessee,https://legiscan.com/TN/bill/HB1027/2021,5/21/2021,,"Jason Zachary, Mark Cochran, Dennis Powers, Sabi Doc Kumar, Debra Moody, Mark White, Dale Carr, Patsy Hazlewood",Health Care,,
TN HB1177,Failed,House Committee,"This bill codifies the expectation of privacy from the opposite sex in single-sex, multi-person restrooms, locker rooms, dressing rooms, and showers. People are not allowed to enter these spaces if they are designated for a sex that does not match their sex assigned at birth. Violations can be prosecuted as misdemeanors, or felonies if there is a child under 13 years of age present. In this bill, sex is determined by the person’s birth certificate.",Tennessee,https://legiscan.com/TN/bill/HB1177/2021,2/24/2021,,,Bathrooms,,
TN HB1215,Failed,House Committee,"This bill prevents any managed care organization (MCO) that contracts with TennCare from paying for trans health care treatments for any person irrespective of their age. This would have the effect of banning any insurance that operates across states from providing coverage if they want to still do business in Tennessee. This ban includes puberty blockers, surgeries, and hormone replacement therapy. This bill states that a person's sex is defined by their reproductive system.",Tennessee,https://legiscan.com/TN/bill/HB1215/2023,4/18/2023,,"Cameron Sexton, Tim Rudd, Scott Cepicky",Health Care,,
TN HB1269,Failed,House Floor,"This bill states that a public school employee does not need to use a student's pronoun if the pronoun is not consistent with the student's ""biological sex."" The bill shields schools from liability if an employee refuses to use a student's appropriate pronoun. The bill uses the framework of freedom of speech and expression to claim that individual school employees can refuse to affirm a transgender student as a matter of ""belief.""",Tennessee,https://legiscan.com/TN/bill/HB1269/2023,4/21/2023,,"Jeremy Faison, Jason Zachary, Mark Cochran, Greg Martin, Dennis Powers, Paul Sherrell, William Lamberth, Johnny Garrett, Jake McCalmon, Scott Cepicky, Clay Doggett, Kip Capley, Chris Todd, Jay Reedy, Jeff Burkhart, Rusty Grills, Debra Moody, Tom Leatherwood, John Ragan",Student Suppression,,
TN HB1378,Failed,House Committee,"This bill mandates that no health care professional shall be allowed to provide or prescribe treatments to patients under 18 for any transition-related care or refer minor patients to other providers for transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill specifically allows an exception for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action. This bill also prevents public funds from being given to any organization that provides trans health care to minors in any capacity, and it prevents government health insurance plans from paying for trans health care treatments for any minor. This bill guarantees parents the right to withhold consent for treatment, including mental health treatment, to treat gender dysphoria or gender nonconformity. It also mandates that agents of the state are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. Furthermore, this bill requires any state agent to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Tennessee,https://legiscan.com/TN/bill/HB1378/2023,2/21/2023,,"Monty Fritts, John Ragan",Health Care,,
TN HB1414,Failed,House Committee,"This bill establishes the “Families' Rights and Responsibilities Act,” which guarantees parents the right to direct and make decisions regarding their child’s education, upbringing, religious training, and healthcare. The bill requires school districts to guarantee a parent's right to be involved in their child's education and health. Parents must have access to all educational and health records maintained by the school that pertain to their child and be able to remove their child from classes at will, with written consent required before a child can attend classes pertaining to sexuality and gender identity. Parents must also provide written consent before their child uses any name other than their legal name, or before their child ""uses a pronoun that does not align with the child's sex""; even with parental consent, the school cannot compel anyone to use a child's pronouns. A minor child may not receive medical treatment without the prior consent of the parents. A parent can file suit for violations under this act and can request an injunction, compensation, or damages. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Tennessee,https://legiscan.com/TN/bill/HB1414/2023,2/7/2023,,Chris Todd,"Educational Censorship,Student Suppression",,
TN HB1614,Failed,House Floor,"This bill requires commercial entities that publish material considered ""harmful to minors"" (people under 18) to verify that anyone accessing their site is 18 or older. This requirement would apply if more than one-third of the website's content falls into this category. Material is considered ""harmful to minors"" if the average person would consider that it appeals to a prurient interest and if it is devoted to or principally consists of descriptions of real, simulated, or animated sexual acts or nudity, and if it lacks literary, artistic, political, or scientific interest to minors. This could be used to apply to queer and trans content. The commercial entities and any third-party verification services are prohibited from retaining the personal information they collect when verifying users. Violations of this law make the entity liable for damages. News-gathering organizations and public-interest broadcasts are exempt from this law. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/HB1614/2023,4/23/2024,,"Kevin Vaughan, Gary Hicks, Charlie Baum, Curtis Johnson, Sam Whitson, John Crawford, Bud Hulsey, David Hawk, Tim Hicks, Rebecca Alexander, Jeremy Faison, Jason Zachary, Andrew Farmer, Dave Wright, Lowell Russell, Dan Howell, Mark Cochran, Kevin Raper, Cameron Sexton, Greg Vital, Esther Helton, Monty Fritts, Tim Rudd, Kelly Keisling, Ryan Williams, Paul Sherrell, William Lamberth, Johnny Garrett, Mike Sparks, Susan Lynn, Pat Marsh, Jake McCalmon, Jody Barrett, Clay Doggett, Chris Todd, Mary Littleton, Debra Moody, Tom Leatherwood, Patsy Hazlewood",Digital Censorship,,
TN HB1632,Failed,House Committee,"This bill provides that a parent of a child who attends or is eligible to attend a school operated by a local education agency (LEA) or a public charter school has standing to file a civil suit against the LEA or charter school to enforce the Age-Appropriate Materials Act of 2022, a previously passed law that requires LEAs and charter schools to establish policies for the removal of materials from school libraries that are considered ""not appropriate for the age and maturity levels"" of students who might access them. The Age-Appropriate Materials Act includes procedures for allowing challenges by parents. This bill goes into effect immediately upon signing.",Tennessee,https://legiscan.com/TN/bill/HB1632/2023,4/16/2024,,"Gino Bulso, Jody Barrett","Book Ban,Educational Censorship",,
TN HB1634,Failed,House Floor,"This bill edits two sections of Tennessee code. The first removes explicit mention of sexual orientation in the Teacher's Code of Ethics, substituting it with an oblique mention of ""membership in a protected class under federal or state law"". This is likely in anticipation of sexual orientation losing its protected class. The second edit removes medically accuracy as a requirement for Sex Education in the state, deleting it outright from the code. If any given section of this bill is found to be illegal, the rest of the bill remains in effect. This bill goes into effect immediately upon signing.",Tennessee,https://legiscan.com/TN/bill/HB1634/2023,4/8/2024,,Gino Bulso,Educational Censorship,,
TN HB1661,Failed,House Committee,"This bill puts forward a procedure for removal of materials deemed ""harmful to minors"" or ""obscene"" from public libraries in a district. Materials that go against ""contemporary community standards"" are the target of this bill. This includes those that are found to be ""obscene"", ""patently offensive,"" ""of a prurient interest,"" and contain ""sexual conduct or sexual excitement"". The bill states that a a petition may be put forth and, if it receives signatures equal to or greater than 2% of the total voting members of the district, the library must remove the book from displays, publish on its website that the material is unsuitable for minors, and ""ensure that no content or material specified in a petition can be distributed to minors."" If a petition is found to be invalid in part, only materials deemed outside of the scope of the otherwise valid petition may be restored.",Tennessee,https://legiscan.com/TN/bill/HB1661/2023,3/25/2024,,"Jody Barrett, John Ragan","Book Ban,Educational Censorship",,
TN HB1894 ,Failed,Failed,"This bill directs public and charter schools to classify all interscholastic competitive sports teams as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans students whose ""biological sex"" is male from participating in sports teams designated for females, women, or girls. According to this bill, “biological sex” is defined by an unchanged birth certificate. Students who are unable to provide such a document must prove their birth sex, what would be considered proper evidence is not stated. Students can sue the educational institution with claims they were harmed or lost some athletic opportunity as a result of a violation of this bill. ",Tennessee,https://legiscan.com/TN/bill/HB1894/2021,1/31/2023,,"Susan Lynn, John Ragan",Sports,,
TN HB1948,Failed,House Committee,"This bill prohibits institutions of higher learning from holding diversity, equity, and inclusion (DEI) trainings, classes/degrees/certificates, or activities around gender identity, sexual orientation, race, color, or ethnicity. It also prohibits institutions of higher learning from maintaining a DEI office or hiring an employee or third party to perform the duties of a DEI office.  It additionally bans DEI statements from student or employee applications. It would prevent any public institutions from spending any public funds until they have submitted a report to the state legislature verifying their compliance with these rules, and would also require audits every 4 years to ensure compliance. ",Tennessee,https://legiscan.com/TN/bill/HB1948/2023,3/4/2024,,"Greg Martin, John Ragan",Educational Censorship,,
TN HB2160,Failed,House Committee,"This bill requires commercial entities that publish material considered ""harmful to minors"" (people under 18) to verify that anyone accessing their site is 18 or older. This requirement would apply if more than one-third of the website's content falls into this category. Material is considered ""harmful to minors"" if the average person would consider that it appeals to a prurient interest and if it is devoted to or principally consists of descriptions of real, simulated, or animated sexual acts or nudity, and if it lacks literary, artistic, political, or scientific interest to minors. This could be used to apply to queer and trans content. The commercial entities and any third-party verification services are prohibited from retaining the personal information they collect when verifying users. Violations of this law make the entity liable for damages, injunctive relief, and court costs + attorney's fees. News-gathering organizations and public-interest broadcasts are exempt from this law. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/HB2160/2023,3/12/2024,,Jody Barrett,Digital Censorship,,
TN HB2165,Failed,House Floor,"This bill requires any public or charter school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. If a student asks for any accommodations relating to pronouns or new names, they must be immediately reported to the school admin and the parents. This would be determined by their birth certificate, assuming it has been unaltered. Parents may sue for damages if a school is found to have violated these rules. If any given section of this bill is found to be illegal, the rest of the bill remains in effect. This bill goes into effect immediately upon signing.",Tennessee,https://legiscan.com/TN/bill/HB2165/2023,4/15/2024,,"Rebecca Alexander, Elaine Davis, Monty Fritts, Paul Sherrell, Rush Bricken, Pat Marsh, Jake McCalmon, Rusty Grills, Mary Littleton, Debra Moody, Todd Warner, Bryan Richey",Student Suppression,,
TN HB2169,Failed,House Floor,"This bill states that an adoptive or foster parent's ""sincerely held religious or moral beliefs regarding sexual orientation or gender identity"" may not have any bearing on consideration for the placement of a child. The effects of this bill could endanger trans children in the foster system by placing them with parents who deny their identity. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/HB2169/2023,4/1/2024,,"Johnny Garrett, Mary Littleton",Other,,
TN HB2316,Failed,Failed,"This bill bans students whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by the student’s birth certificate as long as that birth certificate was filed at or near the date of birth. If a student’s birth certificate was not issues at or near the date of birth, then that student will have to provide “other evidence indicating the student’s sex”. This bill does not explain what “other evidence” would be deemed acceptable. The requirements in this bill apply to public institutions of higher education and private institutions of higher education whose students or teams compete against public institutions of higher education. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Tennessee,https://legiscan.com/TN/bill/HB2316/2021,5/9/2022,,"Dan Griffey, Terri Weaver, Jason Zachary, Dan Howell, Mark Cochran, Dennis Powers, Ryan Williams, Paul Sherrell, Rush Bricken, Susan Lynn, Debra Moody, Ron M. Gant, John Ragan",Sports,,
TN HB2633,Failed,Crossed over,"This bill states that a public school may not require a teacher or other employee to use a pronoun in reference to a student other than the pronoun that corresponds to the student’s “biological sex”. It also states that employees cannot be penalized for refusing to use any pronouns in reference to a student other than the pronouns corresponding to the student’s “biological sex”. In this bill, the term “biological sex” is not defined, and there is no explanation for how it should be determined.",Tennessee,https://legiscan.com/TN/bill/HB2633/2021,4/26/2022,,,Student Suppression,"Bruce Griffey, Jerry Sexton, Terri Weaver, John Crawford, Bud Hulsey, David Hawk, Tim Hicks, Rebecca Alexander, Jerome Moon, Gary Hicks, Jeremy Faison, Jason Zachary, Michele Carringer, Andrew Farmer, Dave Wright, Lowell Russell, Dan Howell, Mark Cochran, Greg Martin, Greg Vital, Esther Helton, Ron Travis, Tim Rudd, Dennis Powers, Charlie Baum, Kelly Keisling, Iris Rudder, Ryan Williams, Paul Sherrell, William Lamberth, Johnny Garrett, Clark Boyd, Rush Bricken, Bryan Terry, Mike Sparks, Susan Lynn, Pat Marsh, Scott Cepicky, Sabi Doc Kumar, Clay Doggett, Kirk Haston, Chris Todd, Jay Reedy, Tandy Darby, Rusty Grills, Mary Littleton, Debra Moody, Chris Hurt, Mark White, Justin Lafferty, Todd Warner, Ron M. Gant, Kevin Vaughan, John Gillespie, Tom Leatherwood, Curtis Johnson, Dale Carr, John Holsclaw, John Ragan, Patsy Hazlewood, Sam Whitson","Barbara Ward Cooper, Jason Hodges, Sam McKenzie, Yusuf Hakeem, Bo Mitchell, Carson Bill Beck, Jason Powell, Vincent Dixie, John Ray Clemmons, Bob Freeman, Harold Love, Johnny Shaw, Joe Towns Jr, Jesse Chism, Karen Camper, Larry Miller, Gloria Johnson, Torrey Harris, G. A. Hardaway, Dwayne Thompson, Antonio Parkinson, Darren Jernigan"
TN HB2835,Failed,House Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no medical professional shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action as well as fines up to $1000 per violation. This bill also prevents state funds from being used either directly or indirectly for any transition-related medical care. State funds may also not be given to insurance companies that cover transition-related medical care. Furthermore, this bill requires any court employee or employee of an educational institution or a child services agency to inform, in writing, the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that such employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/HB2835/2021,3/22/2022,,,"Health Care,Student Suppression",,
TN SB0005,Failed,Introduced,"This bill mandates that no health care professional shall be allowed to provide, prescribe or refer treatments to patients under 18 or anyone who has not yet completed Tanner stage 5 development for any transition-related care or refer minor patients to other providers for transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill specifically allows an exception for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action as well as a $1000 fee per occurrence. This bill also prevents public funds from being given to any organization that provides trans health care to minors in any capacity. Furthermore, parents, guardians, or custodians of a minor may withhold consent for any treatment, activity, or mental health care service that is intended to treat gender dysphoria. State employees are required to inform parents or guardians of any information relevant to a minor’s physical or mental health, including symptoms of gender non-conformity, and may not encourage a minor to withhold such information from their parents. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/SB0005/2023,1/10/2023,,Janice Bowling,Health Care,,
TN SB0472,Failed,Failed,"This bill requires residential educational programs that allow minors to participate or access facilities to segregate restrooms, changing areas, and showers by sex. For purposes of this bill, “sex” is defined by a person’s anatomy and genetics at birth. ​​(A person can prove “biological sex” using a government-issued ID that reflects the sex listed on their birth certificate.) This bill goes into effect immediately upon signing.
",Tennessee,https://legiscan.com/TN/bill/SB0472/2025,4/4/2025,,Janice Bowling,"Bathrooms,Student Suppression",,
TN SB0596,Failed,Final vote,This bill states that no person shall be required to solemnize a marriage. It amends the section of Tennessee code that specifies which individuals are permitted to solemnize marriages in Tennessee. This bill goes into effect immediately upon becoming law.,Tennessee,https://legiscan.com/TN/bill/SB0596/2023,3/15/2024,,"Janice Bowling, Mark Pody, Ferrell Haile, Joey Hensley",Other,"Todd Gardenhire, Dawn White, Kerry Roberts, John Stevens, Brent Taylor, Paul Rose, Jon Lundberg","Sara Kyle, London Lamar"
TN SB0603,Failed,Senate Committee,"This bill prohibits institutions of higher learning and medical providers from holding diversity, equity, and inclusion (DEI) trainings or activities around gender identity, sexual orientation, race, color, or ethnicity. It also prohibits institutions of higher learning or medical providers from requiring affirmation of DEI principles of their employees or students. Each place of higher learning or medical provider in Tennessee must submit a report certifying they have met these conditions before receiving funding for that fiscal year. Failure to comply could result in ineligibility for funding increases. ",Tennessee,https://legiscan.com/TN/bill/SB0603/2023,3/22/2023,,Joey Hensley,Educational Censorship,,
TN SB0620,Failed,Senate Committee,"This bill establishes a “parents’ bill of rights” that guarantees parents the right to direct and make decisions regarding their child’s education, upbringing, religious training, and healthcare. The bill requires school districts to guarantee a parent's right to be involved in their child's education and health.  Parents must have access to all educational and health records maintained by the school that pertain to their child and be able to remove their child from classes at will, with active notification of any classes pertaining to sexuality and gender identity.  Furthermore, this bill requires any public or private school employee to inform the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that school employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. School employees are required to deadname and misgender students unless given written permission by a parent, and if such permission has been submitted, not employee is obligated to respect their students same and pronouns. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Tennessee,https://legiscan.com/TN/bill/SB0620/2023,2/27/2024,,"Janice Bowling, Mark Pody","Educational Censorship,Student Suppression",,
TN SB0657,Failed,Introduced,"Defines female sex as female anatomy and two X chromosomes, and male sex as male anatomy and XY chromosomes.
Bans trans treatment for minors unless both guardians have given signed permission as well as two physician notes, one of which must be a certified in child and adult psychiatry.
Includes puberty blockers, Hrt, and surgeries. Classifies changing of female genitals as genital mutilation.
Exceptions made for “corrections” of intersex conditions, serious health problems, or correcting disfigurement.
Violations are class A misdemeanor, and statute of limitations is seven years.
",Tennessee,https://legiscan.com/TN/bill/SB0657/2021,2/11/2021,,Janice Bowling,Health Care,,
TN SB0841,Failed,Senate Committee,"This bill bans any “adult cabaret performances” on public property or in any location where the performance could be viewed by a child. In this bill, an “adult cabaret performance” is defined to include drag performers in addition to strippers and topless dancers. Any place of business that wishes to have such performances for compensation, must apply for a permit in order to do so.",Tennessee,https://legiscan.com/TN/bill/SB0841/2023,3/21/2023,,Joey Hensley,Drag,,
TN SB1216,Failed,Senate Committee,"This bills prevents public and charter schools within the state from using any materials that would promote LGBT ""lifestyles"" or issues.",Tennessee,https://legiscan.com/TN/bill/SB1216/2022,3/23/2023,,Frank Niceley,"Educational Censorship,Book Ban",,
TN SB1339,Failed,Senate Committee,"This bill prevents any managed care organization (MCO) that contracts with TennCare from paying for or reimbursing for trans health care treatments for any person of any age. This ban includes puberty blockers, surgeries, and hormone replacement therapy. This bill states that a person's sex is defined by their reproductive system.",Tennessee,https://legiscan.com/TN/bill/SB1339/2023,3/8/2023,,"Randy McNally, Joey Hensley",Health Care,,
TN SB1643,Failed,Senate Committee,"This bill requires commercial entities that publish material considered ""harmful to minors"" (people under 18) to verify that anyone accessing their site is 18 or older. This requirement would apply if more than one-third of the website's content falls into this category. Material is considered ""harmful to minors"" if the average person would consider that it appeals to a prurient interest and if it is devoted to or principally consists of descriptions of real, simulated, or animated sexual acts or nudity, and if it lacks literary, artistic, political, or scientific interest to minors. This could be used to apply to queer and trans content. The commercial entities and any third-party verification services are prohibited from retaining the personal information they collect when verifying users. Violations of this law make the entity liable for damages. News-gathering organizations and public-interest broadcasts are exempt from this law.",Tennessee,https://legiscan.com/TN/bill/SB1643/2023,1/10/2024,,Mark Pody,Digital Censorship,,
TN SB1858,Failed,Crossed over,"This bill provides that a parent of a child who attends or is eligible to attend a school operated by a local education agency (LEA) or a public charter school has standing to file a civil suit against the LEA or charter school to enforce the Age-Appropriate Materials Act of 2022, a previously passed law that requires LEAs and charter schools to establish policies for the removal of materials from school libraries that are considered ""not appropriate for the age and maturity levels"" of students who might access them. The Age-Appropriate Materials Act includes procedures for allowing challenges by parents. This bill goes into effect immediately upon signing.",Tennessee,https://legiscan.com/TN/bill/SB1858/2023,4/1/2024,,"Ferrell Haile, John Stevens, Joey Hensley, Paul Rose","Book Ban,Educational Censorship","Adam Lowe, Rusty Crowe, Randy McNally, Becky Duncan Massey, Steve Southerland, Todd Gardenhire, Bo Watson, Ken Yager, Dawn White, Shane Reeves, Paul Bailey, Janice Bowling, Mark Pody, Ferrell Haile, Bill Powers, Kerry Roberts, John Stevens, Ed Jackson, Page Walley, Jack Johnson, Joey Hensley, Brent Taylor, Paul Rose, Art Swann, Jon Lundberg, Frank Niceley","Charlane Oliver, Heidi Campbell, Jeff Yarbro, Raumesh Akbari, Sara Kyle"
TN SB1861 ,Failed,Failed,This bill amends the existing trans sports ban to include a section that withholds state educational funds for any school that does not comply with the trans sports ban.,Tennessee,https://legiscan.com/TN/bill/SB1861/2021,5/2/2023,,"John Stevens, Joey Hensley",Sports,,
TN SB1862,Failed,Senate Committee,"This bill bans students whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be determined by the student’s birth certificate. This bill further requires that “if a birth certificate provided by a student is not the student's original birth certificate issued at or near the time of birth or does not indicate the student's sex, then the student must provide other evidence indicating the student's sex”. There is no explanation of what “other evidence” would be deemed acceptable. The requirements in this bill apply to intercollegiate or intramural athletic teams or sports that are sponsored, sanctioned, or operated by a public institution of higher education or by a private institution of higher education whose sports teams compete against public institutions. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Tennessee,https://legiscan.com/TN/bill/SB1862/2021,1/26/2022,,,Sports,,
TN SB2042,Failed,Senate Committee,"This bill requires commercial entities that publish material considered ""harmful to minors"" (people under 18) to verify that anyone accessing their site is 18 or older. This requirement would apply if more than one-third of the website's content falls into this category. Material is considered ""harmful to minors"" if the average person would consider that it appeals to a prurient interest and if it is devoted to or principally consists of descriptions of real, simulated, or animated sexual acts or nudity, and if it lacks literary, artistic, political, or scientific interest to minors. This could be used to apply to queer and trans content. The commercial entities and any third-party verification services are prohibited from retaining the personal information they collect when verifying users. Violations of this law make the entity liable for damages, injunctive relief, and court costs + attorney's fees. News-gathering organizations and public-interest broadcasts are exempt from this law. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/SB2042/2023,3/12/2024,,Paul Rose,Digital Censorship,,
TN SB2173,Failed,Senate Committee,"This bill puts forward a procedure for removal of materials deemed ""harmful to minors"" or ""obscene"" from public libraries in a district. Materials that go against ""contemporary community standards"" are the target of this bill. This includes those that are found to be ""obscene"", ""patently offensive,"" ""of a prurient interest,"" and contain ""sexual conduct or sexual excitement"". The bill states that a a petition may be put forth and, if it receives signatures equal to or greater than 2% of the total voting members of the district, the library must remove the book from displays, publish on its website that the material is unsuitable for minors, and ""ensure that no content or material specified in a petition can be distributed to minors."" If a petition is found to be invalid in part, only materials deemed outside of the scope of the otherwise valid petition may be restored.",Tennessee,https://legiscan.com/TN/bill/SB2173/2023,3/6/2024,,Joey Hensley,"Book Ban,Educational Censorship",,
TN SB2350,Failed,Senate Committee,"This bill prohibits institutions of higher learning from holding diversity, equity, and inclusion (DEI) trainings or activities around gender identity, sexual orientation, race, color, or ethnicity. It also prohibits institutions of higher learning from maintaining a DEI office or hiring an employee or third party to perform the duties of a DEI office. This bill additionally requires that schools adhere to a series of tenets, primarily aimed around rejecting the concept of systemic racism and bigotry, including queer and transphobia. Students or employees requied to participate in any DEI-based trainings may bring legal action against the institution.",Tennessee,https://legiscan.com/TN/bill/SB2350/2023,3/4/2024,,"Rusty Crowe, Joey Hensley",Educational Censorship,,
TN SB2696,Failed,Senate Committee,"This bill bans all medical care done for transition purposes for minors (under the age of 18). It mandates that no medical professional shall be allowed to provide, prescribe, or refer treatments to patients under 18 for any transition-related care. This ban includes puberty blockers, surgeries, and hormone replacement therapy. The bill also specifically allows for ""corrective"" procedures for intersex traits. Violations are considered unprofessional conduct by a medical professional and subject to disciplinary action as well as fines up to $1000 per violation. This bill also prevents state funds from being used either directly or indirectly for any transition-related medical care. State funds may also not be given to insurance companies that cover transition-related medical care. Furthermore, this bill requires any court employee or employee of an educational institution or a child services agency to inform, in writing, the legal guardians of a minor if that minor’s gender identity does not match their sex assigned at birth. It also mandates that such employees are not allowed to encourage any minor to keep their gender identity private rather than telling their legal guardians. If any given section of this bill is found to be illegal, the rest of the bill remains in effect.",Tennessee,https://legiscan.com/TN/bill/SB2696/2021,3/9/2022,,,"Health Care,Student Suppression",,
TN SB2777,Failed,Senate Committee,"This bill states that a public school may not require a teacher or other employee to use a pronoun in reference to a student other than the pronoun that corresponds to the student’s “biological sex”. It also states that employees cannot be penalized for refusing to use any pronouns in reference to a student other than the pronouns corresponding to the student’s “biological sex”. In this bill, the term “biological sex” is not defined, and there is no explanation for how it should be determined.",Tennessee,https://legiscan.com/TN/bill/SB2777/2021,4/26/2022,,,Student Suppression,"Rusty Crowe, Dawn White, Bill Powers, Joey Hensley",Raumesh Akbari
TX HB10,Failed,House Committee,"This is a sports bill that requires a school's interscholastic athletic program only allow students to participate on teams corresponding to their ""biological sex"", as determined by birth certificate. It explicitly states that only birth certificates that are from the time of birth or adjusted for clerical errors are valid for this determination. Also says Universities must adopt rules in accordance with this bill. Same as SB 3, filed same time",Texas,https://legiscan.com/TX/bill/HB10/2021/X3,9/27/2021,,"Stephanie Klick, Ernest Bailes, Brad Buckley, Giovanni Caprigilone, Tom Craddick, James Frank, Kyle Kacal, John Kuempel, J.M. Lozano, Andrew Murr, Jared Patterson, Glenn Rogers, Hugh Shine, John Smithee, Ed Thompson, Cody Vasut, Cole Hefner, Steve Allison, Cecil Bell, DeWayne Burns, Justin Holland, Ken King, Brooks Landgraf, Will Metcalf, David Spiller, Tony Tinderholt, Geanie Morrison, Charles Anderson, Dustin Burrows, Travis Clardy, Drew Darby, Jeff Leach, Four Price, Matt Schaefer, Shelby Slawson, Steve Toth, Terry Wilson, Candy Noble, Greg Bonnen, David Cook, Jay Dean, Cody Harris, Jacey Jetton, John Raney, Matt Shaheen, Reggie Smith, Lynn Stucky, Gary VanDeaver, Brian Harrison, Trent Ashby, Josey Garcia, E. Sam Harless, Charles Cunningham, Briscoe Cain, John Bucy, Penny Shaw, Angela Paxton, Kelly Hancock, Phil King",Sports,,
TX HB14,Failed,Introduced,"This bill prohibits the creation or funding of Diversity, Equity and Inclusion offices within governmental agencies. It also bans governmental entities from compelling or requiring DEI training for employees.",Texas,https://legiscan.com/TX/bill/HB14/2023/X4,11/7/2023,,Carl Tepper,Other,,
TX HB20,Failed,Introduced,This bill bans all instruction or activity related to sexual orientation or gender identity from being taught in public and open-enrollment charter schools from prekindergarten through 12th grade.,Texas,https://legiscan.com/TX/bill/HB20/2023/X4,11/7/2023,,Carl Tepper,Educational Censorship,,
TX HB21,Failed,Introduced,"This bill states that healthcare providers who provide trans care, including surgical and pharmaceutical interventions, are liable in civil court for any ""injury"" that care causes to a minor up to 20 years after the treatment. This would apply to any care given to a resident of Texas, regardless of where the treatment was provided nor when, including treatments given in other states.",Texas,https://legiscan.com/TX/bill/HB21/2023/X2,6/27/2023,,Steve Toth,Health Care,,
TX HB22,Failed,Introduced,"This bill would classify all gender-affirming care given to a minor as abuse, federal offense. It specifies all hormone blockers or other hormonal treatments, as well any surgeries, with the exception for any ""intersex"" child. Intersex here is defined as anyone with chromosomal, gonadal, genital, or endocrine conditions not suited to typical definitions of male and female, or are ambiguously sexed. Identical to SB28, barring minor formatting changes, similar to HB26, but less detailed.",Texas,https://legiscan.com/TX/bill/HB22/2021/X3,9/9/2021,,"Steve Toth, Cole Hefner, Will Metcalf, Jared Patterson, David Spiller, Cody Vasut, E. Sam Harless, Penny Shaw, Angela Paxton, Phil King",Health Care,,
